user_id,funny,posted,item_id,helpful,recommend,sentiment_analysis
ohplsguuby,1 person found this review funny,2015,255710,2 of 3 people (67%) found this review helpful,True,1
ohplsguuby,,2015,233720,3 of 5 people (60%) found this review helpful,True,1
ohplsguuby,,2015,105600,1 of 2 people (50%) found this review helpful,True,1
ohplsguuby,,2015,265930,No ratings yet,False,1
ohplsguuby,5 people found this review funny,2015,233450,No ratings yet,True,1
NathanielPeace,,2014,239800,0 of 1 people (0%) found this review helpful,True,1
NathanielPeace,,2015,333930,No ratings yet,True,1
NathanielPeace,,2015,329490,No ratings yet,True,1
NathanielPeace,,2014,278080,No ratings yet,True,1
NathanielPeace,,2014,250600,No ratings yet,True,1
76561198072486822,1 person found this review funny,2015,218620,2 of 4 people (50%) found this review helpful,True,1
76561198099102298,,2015,230410,1 of 1 people (100%) found this review helpful,True,1
76561198099102298,,2014,304930,No ratings yet,True,1
76561198059166102,,2015,319630,No ratings yet,True,1
ShrikeShrikeShrikeShrikeShrike,,2015,49600,No ratings yet,True,1
ShrikeShrikeShrikeShrikeShrike,,2015,730,No ratings yet,True,1
ShrikeShrikeShrikeShrikeShrike,,2014,221640,No ratings yet,True,1
ShrikeShrikeShrikeShrikeShrike,,2014,238460,No ratings yet,True,1
efefuyg3g4u5u22u4yv,,2014,302380,No ratings yet,True,1
efefuyg3g4u5u22u4yv,,2014,210770,No ratings yet,True,1
76561198058711482,,2015,105600,1 of 1 people (100%) found this review helpful,True,1
dimitriirfan,,2015,730,2 of 2 people (100%) found this review helpful,True,1
Dobble,,2014,8870,No ratings yet,True,1
76561198023903233,,2015,409160,No ratings yet,True,1
KingOfOpportunity,,2014,49520,1 of 2 people (50%) found this review helpful,True,1
doctorpotatoes,,2014,243870,1 of 2 people (50%) found this review helpful,False,1
doctorpotatoes,,2015,204300,0 of 1 people (0%) found this review helpful,True,1
doctorpotatoes,,2015,374570,No ratings yet,True,1
doctorpotatoes,,2015,274190,No ratings yet,True,1
doctorpotatoes,,2015,219150,No ratings yet,True,1
doctorpotatoes,,2015,225140,No ratings yet,True,1
doctorpotatoes,,2015,730,No ratings yet,True,1
doctorpotatoes,,2015,233720,No ratings yet,True,1
doctorpotatoes,,2015,239030,No ratings yet,True,1
doctorpotatoes,,2015,265810,No ratings yet,False,1
76561198103858676,,2014,440,No ratings yet,True,1
76561198083029873,,2013,41070,No ratings yet,True,1
1920410,,2014,224540,1 of 2 people (50%) found this review helpful,False,1
76561198049760472,,2014,730,3 of 4 people (75%) found this review helpful,True,2
6294421419,,2013,224260,1 of 1 people (100%) found this review helpful,True,1
6294421419,,2014,570,No ratings yet,True,1
76561198081443272,,2015,219740,No ratings yet,True,1
regentorange,,2014,221100,1 of 1 people (100%) found this review helpful,True,1
regentorange,,2015,344760,5 of 9 people (56%) found this review helpful,False,1
regentorange,,2013,208580,No ratings yet,True,1
regentorange,,2012,32370,No ratings yet,True,1
76561198120646995,1 person found this review funny,2015,301520,1 of 2 people (50%) found this review helpful,True,1
76561197990557433,,2015,8930,No ratings yet,True,1
diglekango,1 person found this review funny,2015,218620,1 of 3 people (33%) found this review helpful,True,1
diglekango,,2015,247000,0 of 1 people (0%) found this review helpful,True,1
76561198055370293,,2014,221100,No ratings yet,True,1
76561198055370293,,2014,238320,No ratings yet,True,1
duzim,718 people found this review funny,2015,335330,691 of 848 people (81%) found this review helpful,False,1
duzim,118 people found this review funny,2015,313740,75 of 108 people (69%) found this review helpful,False,1
duzim,10 people found this review funny,2015,440,17 of 20 people (85%) found this review helpful,True,1
duzim,1 person found this review funny,2015,351290,6 of 7 people (86%) found this review helpful,True,1
76561197995098683,,2014,214490,No ratings yet,True,1
76561197995098683,,2010,40100,No ratings yet,True,0
DropBear99,1 person found this review funny,2015,221100,1 of 1 people (100%) found this review helpful,True,2
banjoabbyshelly,,2015,271590,No ratings yet,True,1
swscorpian,3 people found this review funny,2015,346010,5 of 8 people (63%) found this review helpful,True,1
swscorpian,,2015,25010,2 of 6 people (33%) found this review helpful,True,0
swscorpian,,2015,357330,No ratings yet,True,1
thecosplayermotherfucker,,2015,440,No ratings yet,True,1
123repulseMe,,2014,244850,1 of 1 people (100%) found this review helpful,True,1
123repulseMe,,2015,319630,No ratings yet,True,1
123repulseMe,,2014,49520,No ratings yet,True,1
76561197969800840,,2015,206190,No ratings yet,True,1
Cab117,,2015,266510,No ratings yet,True,1
Cab117,,2015,313120,No ratings yet,True,1
Cab117,,2015,102500,No ratings yet,True,1
Cab117,,2013,34870,No ratings yet,False,1
Cab117,,2013,230410,No ratings yet,True,1
Cab117,,2013,72850,No ratings yet,True,1
DrVendax,4 people found this review funny,2014,321980,38 of 42 people (90%) found this review helpful,True,1
DrVendax,3 people found this review funny,2015,342300,17 of 21 people (81%) found this review helpful,True,1
DrVendax,,2014,208090,24 of 37 people (65%) found this review helpful,True,1
DrVendax,,2014,242760,7 of 8 people (88%) found this review helpful,True,1
DrVendax,,2014,242920,1 of 1 people (100%) found this review helpful,True,1
76561198090773476,,2015,107900,No ratings yet,False,1
76561198090773476,,2014,224540,No ratings yet,True,1
76561198090773476,,2014,24240,No ratings yet,True,1
thedragon347,,2014,570,2 of 2 people (100%) found this review helpful,True,1
thedragon347,,2013,35720,1 of 1 people (100%) found this review helpful,True,1
76561198015157743,,2014,206440,2 of 2 people (100%) found this review helpful,True,1
76561198073725626,,2014,730,2 of 2 people (100%) found this review helpful,True,1
76561198073725626,,2015,72850,1 of 1 people (100%) found this review helpful,True,1
76561198073725626,1 person found this review funny,2015,203160,1 of 1 people (100%) found this review helpful,True,1
76561198084378649,,2015,236110,0 of 1 people (0%) found this review helpful,True,1
76561198097534775,,2015,287290,No ratings yet,True,1
76561198097534775,,2014,209000,No ratings yet,True,1
76561198097534775,,2014,550,No ratings yet,True,2
76561198097534775,,2013,44350,No ratings yet,True,1
DrumEssence,,2014,241540,1 of 1 people (100%) found this review helpful,True,1
ashley1222,,2015,4000,No ratings yet,True,1
76561198165512984,,2015,4000,2 of 2 people (100%) found this review helpful,True,1
76561198165512984,,2015,209160,2 of 2 people (100%) found this review helpful,True,1
76561198165512984,2 people found this review funny,2015,730,2 of 3 people (67%) found this review helpful,False,1
mrenigmate,,2013,35140,No ratings yet,True,1
vitoprofile,,2014,236850,1 of 1 people (100%) found this review helpful,True,1
vitoprofile,,2014,8930,1 of 1 people (100%) found this review helpful,True,1
vitoprofile,,2014,304930,0 of 1 people (0%) found this review helpful,False,1
vitoprofile,1 person found this review funny,2015,65980,0 of 2 people (0%) found this review helpful,False,1
vitoprofile,,2015,252490,No ratings yet,False,1
76561198057119793,,2014,244850,No ratings yet,True,1
76561198057119793,,2014,630,No ratings yet,True,2
JamesDurham23JubileeRd,,2015,730,1 of 1 people (100%) found this review helpful,True,1
JamesDurham23JubileeRd,,2015,218620,1 of 1 people (100%) found this review helpful,True,1
JamesDurham23JubileeRd,1 person found this review funny,2015,34330,1 of 1 people (100%) found this review helpful,True,0
JamesDurham23JubileeRd,,2015,367240,2 of 8 people (25%) found this review helpful,False,1
JamesDurham23JubileeRd,,2015,234190,No ratings yet,True,1
JamesDurham23JubileeRd,,2015,35450,No ratings yet,True,1
Congo-Jack,,2015,570,No ratings yet,True,1
76561198018159202,,2014,730,0 of 1 people (0%) found this review helpful,True,1
76561198080980901,,2015,201810,No ratings yet,True,1
76561198080980901,,2015,570,No ratings yet,True,1
76561198080980901,,2015,48700,No ratings yet,True,1
76561198066955730,,2014,212500,No ratings yet,True,1
76561198066955730,,2014,47410,No ratings yet,False,1
76561198066955730,,2014,212180,No ratings yet,False,1
76561198066955730,,2013,550,No ratings yet,True,1
76561198066955730,,2013,200710,No ratings yet,True,1
76561198066955730,,2013,440,No ratings yet,True,1
76561198066955730,,2013,65800,No ratings yet,True,1
dyslexicdew,,2015,330840,No ratings yet,True,1
Dysloyal,,2014,243870,5 of 5 people (100%) found this review helpful,True,2
Eack,4 people found this review funny,2015,218620,3 of 19 people (16%) found this review helpful,True,1
76561198049435011,,2014,236390,No ratings yet,True,1
edgar_its_the_popo,,2015,72850,No ratings yet,True,1
edgar_its_the_popo,,2015,232090,No ratings yet,True,1
riseofnations231,,2014,730,0 of 1 people (0%) found this review helpful,True,1
Efreak,,2012,207250,0 of 3 people (0%) found this review helpful,True,1
Efreak,,2012,38240,0 of 3 people (0%) found this review helpful,True,1
Efreak,,2013,200210,2 of 9 people (22%) found this review helpful,True,1
Efreak,,2014,313340,13 of 36 people (36%) found this review helpful,True,1
76561198038840599,,2015,65800,No ratings yet,True,1
76561198038840599,,2015,223710,No ratings yet,True,0
76561198038840599,,2015,1250,No ratings yet,True,1
76561198038840599,,2015,48700,No ratings yet,True,1
76561198038840599,,2013,218230,No ratings yet,True,1
SuccForCancer,,2014,8930,No ratings yet,True,1
UberDuckLord,,2014,238430,No ratings yet,True,1
hashandtag,,2014,252490,3 of 5 people (60%) found this review helpful,True,1
hashandtag,,2015,730,0 of 1 people (0%) found this review helpful,True,1
hashandtag,,2014,550,0 of 1 people (0%) found this review helpful,True,1
JZargo4Pres,,2015,221380,1 of 1 people (100%) found this review helpful,True,1
JZargo4Pres,1 person found this review funny,2015,730,1 of 2 people (50%) found this review helpful,True,1
XavvPlays,3 people found this review funny,2015,319510,3 of 4 people (75%) found this review helpful,True,1
XavvPlays,1 person found this review funny,2015,200260,2 of 3 people (67%) found this review helpful,True,1
XavvPlays,,2015,440,1 of 2 people (50%) found this review helpful,True,1
XavvPlays,,2015,226320,7 of 16 people (44%) found this review helpful,False,1
XavvPlays,,2015,238460,No ratings yet,True,1
XavvPlays,,2015,45760,No ratings yet,True,1
XavvPlays,,2014,24200,No ratings yet,True,1
ELCHUZZY69,,2014,200210,No ratings yet,True,1
117331,,2015,570,No ratings yet,True,2
Clarkos,,2013,230410,2 of 3 people (67%) found this review helpful,True,1
eljefe2171,,2015,295110,0 of 1 people (0%) found this review helpful,True,1
eljefe2171,,2014,10500,0 of 1 people (0%) found this review helpful,True,1
eljefe2171,,2014,227940,No ratings yet,True,1
76561198140431707,,2015,39000,No ratings yet,True,1
LapFucksTrax,,2015,234190,No ratings yet,True,1
LapFucksTrax,,2015,211820,No ratings yet,True,1
pon2543007,,2014,248610,7 of 7 people (100%) found this review helpful,True,1
pon2543007,1 person found this review funny,2014,215530,7 of 7 people (100%) found this review helpful,True,1
pon2543007,,2013,205100,6 of 6 people (100%) found this review helpful,True,1
pon2543007,,2013,35450,3 of 3 people (100%) found this review helpful,True,1
pon2543007,,2014,238320,2 of 2 people (100%) found this review helpful,True,1
pon2543007,,2014,13570,2 of 2 people (100%) found this review helpful,True,1
pon2543007,,2014,211400,1 of 1 people (100%) found this review helpful,True,1
pon2543007,,2014,236430,2 of 3 people (67%) found this review helpful,True,1
76561198064445006,,2015,346110,No ratings yet,True,2
en-esta-partecita-esta-zacler,,2014,281050,No ratings yet,True,2
EnderRay10420,,2014,230410,1 of 1 people (100%) found this review helpful,True,1
EnderRay10420,,2014,9480,No ratings yet,True,1
Mr_Doge,,2014,4000,No ratings yet,True,1
76561198026040814,,2015,211420,No ratings yet,True,1
76561198026040814,,2015,214950,No ratings yet,True,1
76561198026040814,,2013,222750,No ratings yet,True,1
PurpleGenius,,2014,33930,3 of 6 people (50%) found this review helpful,True,1
epicsquid,,2013,22370,4 of 6 people (67%) found this review helpful,True,1
epicsquid,,2014,220780,1 of 2 people (50%) found this review helpful,True,1
76561198097219763,,2014,224260,1 of 1 people (100%) found this review helpful,True,1
76561198097219763,,2014,440,1 of 1 people (100%) found this review helpful,True,1
76561198170217862,3 people found this review funny,2015,8930,2 of 2 people (100%) found this review helpful,True,1
76561198117877658,,2014,248570,No ratings yet,True,1
76561198073082088,,2015,319630,No ratings yet,True,1
EternumHD,,2014,4000,1 of 1 people (100%) found this review helpful,True,2
SpecialSomeone,,2014,730,2 of 3 people (67%) found this review helpful,True,2
compuguy123,,2014,301520,0 of 1 people (0%) found this review helpful,True,1
compuguy123,2 people found this review funny,2015,333950,1 of 5 people (20%) found this review helpful,True,1
compuguy123,,2015,730,No ratings yet,True,1
compuguy123,,2015,35450,No ratings yet,True,1
76561198041889877,,2014,220240,No ratings yet,False,0
76561198041889877,,2014,235460,No ratings yet,True,1
76561198041889877,,2014,238460,No ratings yet,True,1
76561198041889877,,2014,211420,No ratings yet,True,1
76561198041889877,,2014,236390,No ratings yet,True,1
76561198064260593,,2015,49520,No ratings yet,True,1
hayen-,1 person found this review funny,2015,730,1 of 1 people (100%) found this review helpful,True,1
76561198068174077,,2015,730,1 of 2 people (50%) found this review helpful,True,1
76561197995939652,1 person found this review funny,2014,222880,3 of 3 people (100%) found this review helpful,True,1
76561197995939652,1 person found this review funny,2013,218230,3 of 4 people (75%) found this review helpful,True,1
76561197995939652,1 person found this review funny,2014,205100,1 of 1 people (100%) found this review helpful,True,1
76561197995939652,1 person found this review funny,2013,550,2 of 3 people (67%) found this review helpful,True,1
hoot_toot,,2015,271590,1 of 1 people (100%) found this review helpful,True,1
hoot_toot,,2014,1900,1 of 10 people (10%) found this review helpful,False,1
76561198028187926,,2015,374570,No ratings yet,True,1
ExtraEdition,,2014,224600,No ratings yet,True,1
76561198088408984,,2015,236390,No ratings yet,False,1
76561198088408984,,2014,214950,No ratings yet,True,1
76561198088408984,,2013,224260,No ratings yet,True,1
sgtkitty,,2015,299740,2 of 5 people (40%) found this review helpful,False,1
76561198065247694,,2014,253710,1 of 1 people (100%) found this review helpful,False,1
76561198065247694,,2015,339800,No ratings yet,True,1
76561198065247694,,2015,24240,No ratings yet,True,1
76561198065247694,,2015,1250,No ratings yet,True,1
76561198065247694,,2014,206210,No ratings yet,True,1
76561198054549164,,2015,289950,2 of 3 people (67%) found this review helpful,True,1
76561198094506909,,2015,214490,1 of 4 people (25%) found this review helpful,False,1
76561198094506909,,2015,252490,0 of 4 people (0%) found this review helpful,False,1
Letachal,1 person found this review funny,2015,245550,No ratings yet,True,1
Letachal,1 person found this review funny,2015,249870,No ratings yet,True,1
Letachal,1 person found this review funny,2015,363970,No ratings yet,True,1
Letachal,1 person found this review funny,2015,207620,No ratings yet,True,1
Letachal,1 person found this review funny,2013,219740,No ratings yet,True,1
Letachal,,2013,207610,No ratings yet,True,1
Letachal,1 person found this review funny,2012,400,No ratings yet,True,1
Letachal,1 person found this review funny,2012,220,No ratings yet,True,1
Letachal,1 person found this review funny,2012,440,No ratings yet,True,1
76561198046912445,,2015,211820,0 of 1 people (0%) found this review helpful,True,1
76561198046912445,1 person found this review funny,2015,301520,0 of 1 people (0%) found this review helpful,False,1
76561198046912445,,2014,1250,No ratings yet,True,2
76561198046912445,,2014,212680,No ratings yet,True,1
falynax,,2015,730,2 of 2 people (100%) found this review helpful,True,1
falynax,1 person found this review funny,2015,221100,2 of 4 people (50%) found this review helpful,False,0
PlainLukekil,,2014,245170,1 of 1 people (100%) found this review helpful,True,1
76561198103524411,1 person found this review funny,2014,200510,1 of 1 people (100%) found this review helpful,True,2
76561198103524411,1 person found this review funny,2015,242860,0 of 2 people (0%) found this review helpful,True,1
rockethaul,,2014,48700,No ratings yet,True,1
76561198106239471,,2015,730,No ratings yet,True,2
76561198085107826,,2014,570,No ratings yet,True,2
76561198047208774,,2015,4000,No ratings yet,True,1
76561198047208774,,2012,440,No ratings yet,True,1
FeatInk,,2015,271590,0 of 2 people (0%) found this review helpful,True,1
FeatInk,,2014,7670,No ratings yet,True,1
FeatInk,,2014,105600,No ratings yet,True,1
FeatInk,,2013,550,No ratings yet,True,1
FeatInk,,2013,8870,No ratings yet,True,1
FeatInk,,2013,219890,No ratings yet,True,1
FeatInk,,2013,570,No ratings yet,True,1
bigprenis,,2014,218620,0 of 2 people (0%) found this review helpful,True,1
bigprenis,,2015,730,No ratings yet,True,0
bigprenis,,2015,296470,No ratings yet,True,1
76561198068086235,,2014,49520,No ratings yet,True,1
dahaydos,,2014,243870,9 of 9 people (100%) found this review helpful,True,1
dahaydos,,2014,222880,1 of 1 people (100%) found this review helpful,True,1
dahaydos,,2014,247910,2 of 5 people (40%) found this review helpful,False,1
dahaydos,,2015,107410,0 of 2 people (0%) found this review helpful,True,2
dahaydos,,2014,221100,No ratings yet,True,1
dahaydos,,2013,440,No ratings yet,True,2
dahaydos,,2013,730,No ratings yet,True,1
matt20131,,2014,105600,No ratings yet,True,1
76561198028357316,,2015,221100,8 of 10 people (80%) found this review helpful,False,0
76561198090768760,1 person found this review funny,2014,440,3 of 3 people (100%) found this review helpful,True,1
Mrawes0m3,,2014,8930,No ratings yet,True,2
InsightXIVC,,2014,228380,No ratings yet,True,1
InsightXIVC,,2013,200710,No ratings yet,True,1
76561198054211660,,2015,730,No ratings yet,True,1
76561198054211660,,2014,262410,No ratings yet,True,1
76561198054211660,,2014,440,No ratings yet,True,1
izumireina,,2015,4000,1 of 1 people (100%) found this review helpful,True,1
izumireina,,2015,730,No ratings yet,True,1
Fetolino,,2015,227940,0 of 1 people (0%) found this review helpful,False,1
Fetolino,,2014,301520,No ratings yet,True,1
76561198032373589,,2013,235360,0 of 1 people (0%) found this review helpful,True,1
76561198032373589,,2012,91700,No ratings yet,True,1
Fiesta787,,2015,252950,No ratings yet,True,1
76561197960425229,,2014,226980,No ratings yet,True,1
76561198057473311,,2015,346900,No ratings yet,True,1
76561198057473311,,2014,440,No ratings yet,True,0
76561198068825441,,2014,252490,No ratings yet,False,0
LetsBeOn,,2015,295110,2 of 4 people (50%) found this review helpful,True,1
76561198061285334,,2015,264200,No ratings yet,True,1
76561198061285334,,2015,242720,No ratings yet,False,1
76561198061285334,,2014,33230,No ratings yet,True,1
Takmid,,2014,222880,1 of 1 people (100%) found this review helpful,True,1
Takmid,,2015,282660,3 of 11 people (27%) found this review helpful,True,1
76561198075229095,,2015,222880,No ratings yet,True,1
76561198003855855,,2013,250420,2 of 4 people (50%) found this review helpful,True,1
OH_MY_GOSH,,2015,218620,2 of 3 people (67%) found this review helpful,False,1
modtech,,2014,570,1 of 1 people (100%) found this review helpful,True,1
modtech,,2015,243870,No ratings yet,False,1
modtech,,2015,391460,No ratings yet,True,1
Fliqi,1 person found this review funny,2015,730,No ratings yet,True,1
adderz308,,2013,730,No ratings yet,True,2
BajanCanidian,1 person found this review funny,2014,440,2 of 4 people (50%) found this review helpful,True,1
BajanCanidian,,2014,218620,2 of 4 people (50%) found this review helpful,True,1
Fluphy_,,2013,570,4 of 4 people (100%) found this review helpful,False,1
Fluphy_,,2014,265930,3 of 3 people (100%) found this review helpful,True,1
Fluphy_,,2013,550,2 of 2 people (100%) found this review helpful,True,1
Fluphy_,,2013,440,2 of 2 people (100%) found this review helpful,True,1
Fluphy_,,2014,49520,1 of 1 people (100%) found this review helpful,True,1
Fluphy_,,2014,105600,2 of 3 people (67%) found this review helpful,True,1
Fluphy_,1 person found this review funny,2014,730,2 of 3 people (67%) found this review helpful,True,1
Fluphy_,,2013,4000,2 of 3 people (67%) found this review helpful,True,2
76561198021135914,,2014,218620,No ratings yet,True,1
76561198162487321,,2015,346110,4 of 6 people (67%) found this review helpful,True,1
76561198162487321,,2015,418070,No ratings yet,True,1
Anthonybasso,,2014,204300,No ratings yet,True,1
Anthonybasso,,2014,206210,No ratings yet,True,1
76561198124526584,,2015,219740,1 of 2 people (50%) found this review helpful,True,1
76561198124526584,,2014,105600,No ratings yet,True,1
76561198044471846,1 person found this review funny,2015,730,No ratings yet,True,1
FORTHMINGUTH,,2014,304930,No ratings yet,True,1
FORTHMINGUTH,,2013,440,No ratings yet,True,1
TruBru,,2014,222900,No ratings yet,True,1
76561198007165405,,2014,209730,0 of 1 people (0%) found this review helpful,False,1
tyrone266,3 people found this review funny,2014,440,1 of 2 people (50%) found this review helpful,True,1
Frankaloons,1 person found this review funny,2015,107410,3 of 3 people (100%) found this review helpful,True,1
Frankaloons,1 person found this review funny,2014,4000,2 of 2 people (100%) found this review helpful,True,1
Frankaloons,,2015,270370,1 of 1 people (100%) found this review helpful,True,1
Frankaloons,3 people found this review funny,2015,301970,2 of 4 people (50%) found this review helpful,True,1
Frankaloons,,2015,275700,No ratings yet,True,1
jach5270,,2014,8190,No ratings yet,True,1
jach5270,,2014,219150,No ratings yet,True,1
jach5270,,2013,550,No ratings yet,True,1
76561197995338574,2 people found this review funny,2014,730,1 of 1 people (100%) found this review helpful,True,1
76561197995338574,,2015,374570,No ratings yet,True,1
76561197995338574,1 person found this review funny,2013,218620,No ratings yet,True,1
76561197995338574,,2013,28050,No ratings yet,True,1
76561197995338574,,2012,4000,No ratings yet,True,1
76561198066916378,,2014,244850,1 of 1 people (100%) found this review helpful,True,1
76561198066916378,,2014,233250,1 of 3 people (33%) found this review helpful,False,1
76561198066916378,,2015,440,No ratings yet,True,1
76561198066916378,,2014,6060,No ratings yet,True,1
76561198066916378,,2013,4000,No ratings yet,True,1
idsoftwaresquake,,2015,13250,26 of 31 people (84%) found this review helpful,True,1
idsoftwaresquake,,2013,253610,8 of 9 people (89%) found this review helpful,True,1
idsoftwaresquake,2 people found this review funny,2015,391540,4 of 4 people (100%) found this review helpful,True,1
idsoftwaresquake,,2015,360740,No ratings yet,True,1
idsoftwaresquake,,2013,1250,No ratings yet,True,1
76561198057781627,,2014,290080,1 of 4 people (25%) found this review helpful,True,1
76561198007208545,10 people found this review funny,2015,330210,11 of 99 people (11%) found this review helpful,False,1
76561198062924967,,2013,64000,0 of 2 people (0%) found this review helpful,True,1
76561198062924967,,2014,4560,No ratings yet,True,1
bradon745,,2014,730,2 of 2 people (100%) found this review helpful,True,2
farmerbillson,1 person found this review funny,2013,227680,1 of 1 people (100%) found this review helpful,False,1
iConnor_,,2015,440,1 of 1 people (100%) found this review helpful,True,1
76561198091938654,,2015,204360,No ratings yet,True,1
76561198091938654,,2013,440,No ratings yet,True,1
dankememesforsweatyteens,,2014,230050,No ratings yet,True,1
76561198045421572,,2014,200210,1 of 2 people (50%) found this review helpful,True,1
mudswipe,,2015,34900,No ratings yet,True,1
dazahh,,2014,208090,0 of 1 people (0%) found this review helpful,True,1
dazahh,,2015,388520,No ratings yet,False,1
dazahh,,2014,107410,No ratings yet,True,2
dazahh,,2013,209160,No ratings yet,True,1
76561198019669521,1 person found this review funny,2015,8970,1 of 7 people (14%) found this review helpful,False,1
76561197985634755,,2015,362890,No ratings yet,True,1
76561198067938749,,2015,730,No ratings yet,True,1
maketeanotwar,,2014,200710,0 of 1 people (0%) found this review helpful,True,1
maketeanotwar,,2014,233290,No ratings yet,True,1
LeBovin,,2015,230410,2 of 2 people (100%) found this review helpful,True,1
LeBovin,,2014,211420,2 of 3 people (67%) found this review helpful,True,1
LeBovin,,2015,388520,No ratings yet,True,1
LeBovin,,2015,252490,No ratings yet,True,1
LeBovin,,2014,242760,No ratings yet,True,1
LeBovin,,2013,218620,No ratings yet,True,1
FunkMeister1,1 person found this review funny,2011,4000,1 of 1 people (100%) found this review helpful,True,1
FunkMeister1,,2014,221910,0 of 1 people (0%) found this review helpful,True,1
FunkMeister1,,2013,233250,1 of 4 people (25%) found this review helpful,True,1
FunkMeister1,,2014,271290,No ratings yet,False,1
FunkMeister1,,2013,231430,No ratings yet,True,1
FunkMeister1,,2012,4560,No ratings yet,True,1
FunkMeister1,,2011,620,No ratings yet,True,2
FunkMeister1,,2011,6950,No ratings yet,True,2
FunkMeister1,,2010,13570,No ratings yet,True,2
76561198141880878,,2015,301520,1 of 6 people (17%) found this review helpful,False,1
76561198025199025,,2015,72850,No ratings yet,True,1
76561198025199025,,2014,236090,No ratings yet,True,1
jb2481,,2013,570,1 of 1 people (100%) found this review helpful,True,2
76561198034573935,,2015,48800,No ratings yet,False,1
76561198034573935,,2015,50130,No ratings yet,True,1
76561198034573935,,2014,24670,No ratings yet,True,1
76561198034573935,,2014,220200,No ratings yet,True,1
76561198034573935,,2014,33900,No ratings yet,True,1
76561198072724653,,2015,730,1 of 1 people (100%) found this review helpful,True,1
76561198072724653,,2014,289650,1 of 2 people (50%) found this review helpful,False,1
xKillerInstinct,,2015,730,1 of 1 people (100%) found this review helpful,True,2
galvanicturtles,,2014,570,No ratings yet,True,2
JorazGamerGuy,1 person found this review funny,2015,259080,2 of 2 people (100%) found this review helpful,True,1
JorazGamerGuy,,2014,212800,1 of 1 people (100%) found this review helpful,True,1
JorazGamerGuy,,2015,730,No ratings yet,True,1
76561198089131001,,2014,203140,1 of 2 people (50%) found this review helpful,True,1
loominis,,2015,335240,No ratings yet,True,1
tcase42,,2014,301520,No ratings yet,True,1
gatorgolfing,,2015,218620,1 of 1 people (100%) found this review helpful,True,2
gatorgolfing,,2015,252490,2 of 3 people (67%) found this review helpful,True,1
gatorgolfing,,2015,304240,2 of 4 people (50%) found this review helpful,True,0
gatorgolfing,,2015,391540,No ratings yet,True,1
gatorgolfing,,2015,271590,No ratings yet,True,1
gatorgolfing,,2014,319510,No ratings yet,True,1
gatorgolfing,,2013,440,No ratings yet,True,1
gatorgolfing,,2013,10090,No ratings yet,True,1
gatorgolfing,,2013,730,No ratings yet,True,1
Has2Ragretz,,2013,208090,2 of 2 people (100%) found this review helpful,True,1
76561198060072424,,2014,265630,4 of 4 people (100%) found this review helpful,True,1
76561198060072424,,2014,304930,No ratings yet,True,1
76561198060072424,,2014,238960,No ratings yet,True,1
76561198060072424,,2014,242720,No ratings yet,False,1
76561198065466146,,2015,323370,No ratings yet,True,1
76561198065466146,,2015,212500,No ratings yet,True,1
76561198065466146,,2015,730,No ratings yet,True,2
HeavyfromHell,1 person found this review funny,2015,440,2 of 2 people (100%) found this review helpful,True,1
HeavyfromHell,1 person found this review funny,2015,391540,4 of 6 people (67%) found this review helpful,True,1
MysticZemo,,2015,10150,No ratings yet,True,0
MysticZemo,,2013,221640,No ratings yet,True,2
gfire555,,2015,301520,3 of 3 people (100%) found this review helpful,True,2
gfire555,,2015,105600,1 of 1 people (100%) found this review helpful,True,1
76561198050768829,,2015,730,No ratings yet,False,1
76561198036861500,,2013,550,No ratings yet,True,1
HiJason,,2014,273110,No ratings yet,False,1
ghostlybug22,,2014,570,2 of 2 people (100%) found this review helpful,True,1
ghostlybug22,,2015,730,1 of 1 people (100%) found this review helpful,True,1
ghostlybug22,,2014,8870,1 of 1 people (100%) found this review helpful,True,1
ghostlybug22,,2014,10150,2 of 3 people (67%) found this review helpful,True,1
ghostlybug22,1 person found this review funny,2014,205100,1 of 2 people (50%) found this review helpful,True,1
ghostlybug22,,2015,252490,No ratings yet,True,2
ghostlybug22,1 person found this review funny,2014,55230,No ratings yet,True,1
GiBaPEzLife,,2014,730,No ratings yet,True,1
76561198079080583,,2015,72850,0 of 1 people (0%) found this review helpful,True,1
gillinator,,2014,211820,No ratings yet,True,1
76561198095945803,,2015,325610,0 of 1 people (0%) found this review helpful,True,1
Wazzaa_man,,2013,212680,No ratings yet,True,1
76561198075871336,,2015,34900,No ratings yet,False,1
Glenbluey,,2015,230410,No ratings yet,True,1
76561198071445832,,2015,333930,No ratings yet,False,1
sunnnnnnnnnnnny,5 people found this review funny,2015,730,10 of 16 people (63%) found this review helpful,False,1
sunnnnnnnnnnnny,,2014,4000,No ratings yet,True,1
76561198048230501,,2015,70300,No ratings yet,True,1
76561198048230501,,2014,230410,No ratings yet,True,1
Fishisaurus,1 person found this review funny,2014,301520,No ratings yet,True,1
Gterrestrial,,2015,236390,1 of 1 people (100%) found this review helpful,True,1
Gterrestrial,,2015,261640,No ratings yet,True,1
Gterrestrial,,2015,302830,No ratings yet,True,1
Turntaker,,2015,417860,No ratings yet,True,1
76561198052512374,,2015,72850,1 of 1 people (100%) found this review helpful,True,1
76561198052512374,,2015,377160,1 of 3 people (33%) found this review helpful,True,1
gothamsavior24,,2015,319630,No ratings yet,True,1
gothamsavior24,,2014,221100,No ratings yet,True,1
