id,horas_jugadas,app_name,release_date,Strategy,Action,Indie,Casual,Simulation,RPG,Adventure,Singleplayer,count,recommend,sentiment_analysis
58610,211.91666666666666,Wargame: European Escalation,2012.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.6666666666666666,1.1666666666666667
60800,39.46666666666667,Numen: Contest of Heroes,2010.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
61100,123.71666666666667,Lucid,2011.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
61310,29.516666666666662,Fractal: Make Blooms Not War,2011.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
61500,395.4166666666667,Age of Wonders,2010.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
61600,38.083333333333336,Zen Bound 2,2010.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
61730,12.183333333333334,Critter Crunch,2012.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
62000,125.11666666666667,Flight Control HD,2010.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
62100,160.9,Chime,2010.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
63200,772.8333333333334,Monday Night Combat,2011.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
63380,4730.416666666667,Sniper Elite V2,2012.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,57.0,0.9298245614035088,1.105263157894737
63500,243.15,Swords and Soldiers HD,2010.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
63610,3.25,Riven: The Sequel to MYST,1997.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
63700,382.0333333333333,BIT.TRIP BEAT,2010.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
63710,1090.95,BIT.TRIP RUNNER,2011.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.75,1.0
63800,438.1333333333333,Delve Deeper,2010.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
63900,104.83333333333333,Fantasy Wars,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
63940,39.916666666666664,Men of War: Vietnam,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
64000,736.1666666666666,Men of War: Assault Squad,2011.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,1.0
65300,642.5166666666667,Dustforce DX,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.2
65560,19.3,Painkiller Redemption,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
65730,101.80000000000001,Take On Helicopters,2011.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
65740,190.45,Carrier Command: Gaea Mission,2012.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0
65780,42.75,ARMA: Gold Edition,2011.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
65790,130.08333333333331,ARMA: Cold War Assault,2011.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.36363636363636365,1.0
65800,13279.85,Dungeon Defenders,2011.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,39.0,1.0,1.1025641025641026
65930,1249.8166666666666,The Bureau: XCOM Declassified,2013.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.8,0.9
65980,2697.0,Sid Meier's Civilization®: Beyond Earth™,2014.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,34.0,0.7058823529411765,1.0588235294117647
67370,1215.2,The Darkness II,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,0.8947368421052632,1.0526315789473684
70000,1426.5166666666667,Dino D-Day,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0.9152542372881356,1.0847457627118644
70100,302.3,Hacker Evolution,2010.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0
70300,347.98333333333335,VVVVVV,2010.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0
70400,1683.0333333333333,Recettear: An Item Shop's Tale,2010.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0833333333333333
70600,269.21666666666664,Worms Ultimate Mayhem,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.5
70620,155.9,Worms Crazy Golf,2011.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
70640,28.399999999999995,Worms,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
71230,40.28333333333333,Crazy Taxi,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0
71250,615.9,Sonic Adventure DX,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.5,1.0
71340,968.1666666666666,Sonic Generations Collection,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.875,1.0
72000,239.6,Closure,2012.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
72200,12987.333333333332,Universe Sandbox,2011.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,0.875,1.0
72900,98.56666666666666,Winter Voices,2010.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
73010,378.26666666666665,Cities in Motion,2011.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
73020,194.45,Majesty 2 Collection,2011.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
73170,27.516666666666666,Darkest Hour: A Hearts of Iron Game,2011.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
73210,235.61666666666665,Sengoku,2011.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
73220,68.43333333333334,Supreme Ruler: Cold War,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
78000,2973.5666666666666,Bejeweled® 3,2010.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
80000,22.7,APOX,2011.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
80310,204.13333333333333,Gemini Rue,2011.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
91200,801.5666666666667,Anomaly: Warzone Earth,2011.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0
91330,115.58333333333333,Iron Front: Digital War Edition,2012.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
91600,2062.133333333333,Sanctum,2011.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,1.1111111111111112
91700,1978.45,E.Y.E: Divine Cybermancy,2011.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,0.9285714285714286,1.0
91800,9.883333333333333,Cloning Clyde,2011.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
91900,419.75,Post Apocalyptic Mayhem,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.2
92000,179.11666666666667,Hydrophobia: Prophecy,2011.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.5,1.0
92100,236.08333333333334,DETOUR,2011.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.6666666666666666,1.0
92300,466.0,A.R.E.S.: Extinction Agenda,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
92700,6.1499999999999995,Shadow Harvest: Phantom Ops,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
92800,1006.6,SpaceChem,2011.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,0.7777777777777778,1.1111111111111112
93200,669.5333333333333,Revenge of the Titans,2011.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
94000,13.083333333333332,Dinner Date,2011.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.8,1.0
94200,288.1,Jamestown,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
94300,192.55,The Dream Machine: Chapter 1 & 2,2012.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
94400,581.7666666666667,Nidhogg,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.8095238095238095,0.8571428571428571
94590,113.11666666666666,Puzzle Agent 2,2011.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
95300,179.98333333333332,Capsized,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
95400,257.51666666666665,ibb & obb,2014.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0
96000,278.48333333333335,The Tiny Bang Story,2011.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
96100,459.3,Defy Gravity Extended,2016.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,0.7142857142857143,1.0714285714285714
96200,397.68333333333334,Steel Storm: Burning Retribution,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
96800,102.0,Nexuiz,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
97000,534.4833333333333,Solar 2,2011.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0
97100,393.18333333333334,Section 8®: Prejudice™,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
97330,1938.8666666666666,Magic: The Gathering - Duels of the Planeswalkers 2013,2012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.25
98200,928.2833333333333,Frozen Synapse,2011.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.9,1.2
98300,374.45,Toy Soldiers,2012.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
98400,602.85,Hard Reset Extended Edition,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0
98500,22.8,Naval Warfare,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
98600,165.71666666666667,Demolition Inc.,2011.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0
98800,2789.116666666667,Dungeons of Dredmor,2011.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,1.1428571428571428
99100,16.46666666666667,Dungeons and Dragons: Daggerdale,2011.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
99300,215.65,Renegade Ops,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
99400,21.53333333333333,Garshasp: The Monster Slayer,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
99700,148.38333333333333,NightSky,2011.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
99900,10723.116666666667,Spiral Knights,2011.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,139.0,0.8992805755395683,1.1726618705035972
99910,252.83333333333331,Puzzle Pirates,2011.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.75,1.0
102500,2113.733333333333,Kingdoms of Amalur: Reckoning™,2012.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,0.9333333333333333,1.1333333333333333
102600,1471.2333333333333,Orcs Must Die!,2011.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0
102700,1209.0,A.V.A. Alliance of Valiant Arms™,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.4,0.9
102840,776.6166666666667,Shank 2,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0
102850,57.66666666666667,Warp,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
104000,106.38333333333333,iBomber Defense,2011.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
104200,336.9166666666667,BEEP,2011.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
104600,99.21666666666667,Portal 2 - The Final Hours,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.5,1.0
104700,2047.9833333333333,Super MNC,2012.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,41.0,0.8048780487804879,1.048780487804878
104900,1795.9166666666667,ORION: Prelude,2013.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,137.0,0.8102189781021898,1.0072992700729928
105100,36.93333333333333,Lume,2011.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
105300,56.71666666666666,Critical Mass,2011.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
105420,88.0,Ms. Splosion Man,2013.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
105450,3074.1,Age of Empires® III: Complete Collection,2009.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,0.9629629629629629,1.1111111111111112
105600,63070.95,Terraria,2011.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,671.0,0.9761549925484352,1.1236959761549925
105700,15.6,Tobe's Vertical Adventure,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
105800,269.06666666666666,PixelJunk™ Eden,2012.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
107100,3114.35,Bastion,2011.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,69.0,1.0,1.0434782608695652
107200,2790.85,Space Pirates and Zombies,2011.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.8,1.0
107300,147.73333333333332,Breath of Death VII,2011.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
107310,680.9833333333333,Cthulhu Saves the World,2011.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0
107410,22117.983333333334,Arma 3,2013.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,213.0,0.9061032863849765,1.056338028169014
107800,223.16666666666666,Rochard,2011.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0
108200,155.04999999999998,Ticket to Ride,2012.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
108500,103.76666666666667,Vessel,2012.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
108600,1662.35,Project Zomboid,2013.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,42.0,1.0,1.0476190476190477
108710,2315.383333333333,Alan Wake,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,1.125
108800,1598.9166666666667,Crysis 2 - Maximum Edition,2011.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,1.0,1.25
109600,2628.9666666666667,Neverwinter,2013.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,0.86,1.12
110400,16.05,inMomentum,2011.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
110800,3328.1,L.A. Noire,2011.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,0.9333333333333333,1.0666666666666667
111400,107.63333333333334,Bunch of Heroes,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
111600,65.66666666666667,Serious Sam Double D XXL,2011.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
111800,406.06666666666666,Blocks That Matter,2011.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
111900,400.43333333333334,Guardians of Middle-earth,2013.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0
113020,1655.85,Monaco: What's Yours Is Mine,2013.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,44.0,0.9772727272727273,1.1136363636363635
113200,15001.116666666667,The Binding of Isaac,2011.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,184.0,0.9782608695652174,1.059782608695652
113400,8161.116666666667,APB Reloaded,2011.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,115.0,0.7478260869565218,1.0260869565217392
113420,507.3833333333333,Fallen Earth Free2Play,2011.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,32.0,0.71875,1.0625
115100,1246.1,Costume Quest,2011.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0
115110,691.6666666666666,Stacking,2012.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
115320,892.9,Prototype 2,2012.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.8,1.2
200010,499.6166666666667,Quantum Conundrum,2012.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.25
200050,10.15,Naval War: Arctic Circle,2012.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
200150,4.366666666666667,Battle Chess: Game of Kings™,2015.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
200170,1030.1333333333334,Worms Revolution,2012.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0
200210,4012.083333333333,Realm of the Mad God,2012.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,191.0,0.8586387434554974,1.057591623036649
200230,35.43333333333334,Off-Road Drive,2011.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0
200260,5380.05,Batman: Arkham City - Game of the Year Edition,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,74.0,1.0,1.1081081081081081
200510,13804.533333333333,XCOM: Enemy Unknown,2012.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,92.0,0.9782608695652174,1.0326086956521738
200710,10095.016666666666,Torchlight II,2012.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,80.0,0.9875,1.0875
200910,452.1166666666667,Before the Echo,2011.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.6666666666666666,1.0
200940,144.23333333333332,Sonic CD,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,1.0
201070,13.166666666666666,Revelations 2012,2012.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201210,13.033333333333333,Pox Nora,2014.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
201230,171.01666666666665,EverQuest® II Free-To-Play. Your Way.™,2011.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
201310,1099.0833333333333,X3: Albion Prelude,2011.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
201420,287.96666666666664,Toki Tori 2+,2013.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.5
201480,60.233333333333334,Serious Sam: The Random Encounter,2011.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
201510,22.5,Flatout 3: Chaos & Destruction,2011.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0
201570,537.2333333333333,Really Big Sky,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
201790,3914.633333333333,Orcs Must Die! 2,2012.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,34.0,0.9705882352941176,1.0588235294117647
201810,3980.5333333333333,Wolfenstein: The New Order,2014.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,0.9230769230769231,1.0
202130,81.58333333333333,Impire,2013.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
202170,6969.133333333333,Sleeping Dogs,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,0.9074074074074074,1.037037037037037
202200,275.65,Galactic Civilizations® II: Ultimate Edition,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.75,1.25
202310,102.65,Ridge Racer™ Unbounded,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
202730,38.31666666666666,Dynamite Jack,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0
202750,497.3,Alan Wake's American Nightmare,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.6666666666666666,1.0
202970,1433.6333333333332,Call of Duty®: Black Ops II,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,98.0,0.8775510204081632,1.0612244897959184
203140,6630.333333333333,Hitman: Absolution™,2012.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,64.0,0.9375,1.09375
203160,6561.7,Tomb Raider,2013.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,144.0,0.9791666666666666,1.0416666666666667
203210,332.48333333333335,Titan Attacks!,2012.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.6666666666666666,1.0
203290,1113.6333333333332,America's Army: Proving Grounds,2015.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,0.8,1.15
203350,496.6666666666667,King's Bounty: Warriors of the North,2012.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
203630,1552.7833333333333,Warlock - Master of the Arcane,2012.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
203650,134.70000000000002,Sonic the Hedgehog 4 - Episode II,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
203750,524.6333333333333,Binary Domain,2012.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.75,1.0
203770,5682.383333333333,Crusader Kings II,2012.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,49.0,0.9591836734693877,1.0408163265306123
203830,200.96666666666667,The Dark Eye: Chains of Satinav,2012.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
204030,1199.1666666666667,Fable - The Lost Chapters,2011.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.9,1.0
204060,182.06666666666666,Superbrothers: Sword & Sworcery EP,2012.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
204080,946.9333333333333,The Showdown Effect,2013.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.75
204100,3775.15,Max Payne 3,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,0.8780487804878049,1.024390243902439
204180,348.51666666666665,Waveform,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.8,1.2
204240,507.59999999999997,The Bridge,2013.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,1.1428571428571428
204300,7520.233333333334,Awesomenauts - the 2D moba,2012.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0,0.9440559440559441,1.083916083916084
204340,241.28333333333333,Serious Sam 2,2005.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,0.7,1.0
204360,3418.2666666666664,Castle Crashers®,2012.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,159.0,0.9748427672955975,1.0628930817610063
204450,1596.7166666666667,Call of Juarez® Gunslinger,2013.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,33.0,1.0,1.0606060606060606
204530,163.01666666666668,Infested Planet,2014.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
204630,758.0833333333334,Retro City Rampage™ DX,2014.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0
204880,1712.6666666666667,Sins of a Solar Empire®: Rebellion,2012.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,22.0,1.0,1.0909090909090908
205060,73.68333333333334,BIT.TRIP CORE,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
205080,91.06666666666666,BIT.TRIP FATE,2013.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
205100,6944.45,Dishonored,2012.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,105.0,0.9809523809523809,1.0666666666666667
205190,248.63333333333333,Rocksmith™,2012.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.5
205550,35.21666666666667,Foreign Legion: Multi Massacre,2012.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
205610,342.01666666666665,Port Royale 3,2012.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
205650,292.56666666666666,The Testament of Sherlock Holmes,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0
205730,106.26666666666667,Insanely Twisted Shadow Planet,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
205870,62.96666666666666,Auditorium,2012.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
205910,511.1333333333333,Tiny and Big: Grandpa's Leftovers,2012.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0
205950,191.91666666666666,Jet Set Radio,2012.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.8,1.0
205990,322.75,Warlock 2: The Exiled,2014.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
